# RaceRender Data
"Time", "Longitude", "Latitude", "Altitude", "X", "Y", "KPH", "Heading", "RPM", "Gear", "Throttle", "Accelerometer X Axis", "Gyroscope X Axis", "Vertical DOP", "Humidity", "Battery Voltage", "Gyroscope Y Axis", "Temperature 1", "Internal Temperature", "Vertical Acceleration", "Temperature 2", "Steering Angle", "Gyroscope Z Axis", "Accelerometer Z Axis", "Pressure", "GPS Lateral Acceleration", "GPS Distance", "Positional DOP", "Barometric Temperature", "GPS Longitudinal Acceleration", "Horizontal DOP", "Accelerometer Y Axis"
320.604,5.564336,50.986416,126.882000,,,53.570000,2113.533400,8418.917479,,,0.304000,1.374000,0.870000,56.950020,11.990000,0.529000,50.125010,26.504998,-0.211735,449.818930,0.000000,-54.259297,1.021889,100499.995998,1.417698,7038.230366,1.070000,26.024998,0.467687,0.620000,-1.874000
320.704,5.564322,50.986427,126.847000,,,54.710000,2119.279680,8441.000000,,,0.206861,-1.171565,0.870000,56.940016,11.990000,1.988000,50.120000,26.505998,-0.045918,457.870000,0.000000,-46.705669,0.966000,100501.996799,1.232665,7039.762146,1.070000,26.025998,0.711451,0.620000,-1.707667
320.804,5.564303,50.986446,126.809000,,,56.870000,2126.025970,8458.031508,,,0.158462,-2.452000,0.870000,56.930012,11.990000,-0.219051,50.115008,26.506999,0.308673,465.423647,0.000000,-32.121266,0.991000,100503.997599,0.569996,7041.352086,1.070000,26.026999,0.534297,0.620000,-1.530612
320.904,5.564291,50.986459,126.736500,,,60.185000,2127.954960,8480.903226,,,-0.038490,-0.117000,0.870000,56.920008,11.990000,-1.327000,50.110000,26.507999,0.553571,473.000000,0.000000,-20.003260,1.036000,100505.998399,-0.454462,7042.998439,1.070000,26.027999,0.374150,0.620000,-1.102076
321.004,5.564277,50.986472,126.751000,,,61.505000,2126.440040,8601.911478,,,-0.162816,-3.836000,0.870000,56.910004,11.990000,0.414570,50.100005,26.509000,0.135204,478.957019,0.000000,0.302050,0.909000,100507.999200,-1.074233,7044.692203,1.070000,26.029000,0.496032,0.620000,-0.516672
321.104,5.564261,50.986485,126.844000,,,64.140000,2122.958480,8924.279070,,,-0.392944,-1.810676,0.870000,56.900000,11.990000,0.540163,50.090000,26.510000,-0.377551,484.920000,0.000000,27.900366,1.046000,100510.000000,-1.233932,7046.427651,1.070000,26.030000,0.440760,0.620000,0.106111
321.204,5.564235,50.986503,126.866000,,,65.480000,2117.235080,9312.825956,,,-0.533000,0.735000,0.870000,56.889997,11.990000,1.557000,50.075000,26.510000,-0.265306,489.060000,0.000000,54.620000,0.767000,100513.000900,-1.095376,7048.206063,1.070000,26.031000,0.226757,0.620000,0.736000
321.304,5.564216,50.986514,126.822000,,,65.740000,2114.141380,9693.000000,,,-0.645000,-0.790000,0.870000,56.879994,11.990000,1.689000,50.060000,26.510000,0.145408,493.200000,0.000000,59.419000,0.662000,100516.001801,-1.222233,7050.019099,1.070000,26.032001,0.100624,0.620000,0.946000
321.404,5.564196,50.986524,126.844000,,,66.190000,2109.718760,9634.000000,,,-0.671701,-6.969000,0.870000,56.869991,11.990000,10.525000,50.034987,26.510000,-0.122449,496.391596,0.000000,34.636000,0.560000,100519.002701,-1.419782,7051.847573,1.070000,26.033001,0.239512,0.620000,1.006000
321.504,5.564174,50.986534,126.857000,,,67.430000,2105.469560,10566.000000,,,-0.718802,6.717000,0.870000,56.859988,11.990000,0.864000,50.010000,26.510000,-0.385204,499.580000,0.000000,63.848000,-0.082000,100522.003601,-1.159360,7053.694942,1.070000,26.034001,0.463435,0.620000,1.168562
321.604,5.564150,50.986543,126.774000,,,69.460000,2102.767780,10096.000000,,,-0.830344,1.599000,0.870000,56.849985,11.990000,8.781000,49.994985,26.510000,0.125000,502.928345,0.000000,53.797000,0.173000,100525.004501,-1.106271,7055.577402,1.070000,26.035002,0.371315,0.620000,1.397000
321.704,5.564125,50.986551,126.741000,,,70.050000,2099.030720,11349.000000,,,-0.672938,14.103000,0.870000,56.839982,11.990000,6.112565,49.980000,26.510000,0.375000,506.270000,0.000000,54.760000,-0.803000,100528.005402,-1.312559,7057.497273,1.070000,26.036002,0.328798,0.620000,1.057000
321.804,5.564099,50.986558,126.753000,,,71.780000,2095.192620,10200.000000,,,-0.876000,4.001353,0.870000,56.829979,11.990000,4.047000,49.969985,26.510000,0.076531,509.119270,0.000000,33.138635,-0.569893,100531.006302,-1.315054,7059.451849,1.070000,26.037002,0.474773,0.620000,1.195232
321.904,5.564071,50.986564,126.772000,,,73.400000,2091.624080,10348.000000,,,-0.842000,-0.147000,0.867484,56.819976,11.990000,-2.269000,49.960000,26.510000,-0.191327,511.960000,0.000000,8.339000,-0.624004,100534.007202,-1.078799,7061.450802,1.067484,26.038002,0.498866,0.619497,1.311000
322.004,5.564042,50.986570,126.762000,,,75.300000,2089.250720,10298.000000,,,-0.788139,-0.184000,0.862483,56.809973,11.990000,2.810000,49.944962,26.510000,-0.170918,514.446203,0.000000,10.090000,-0.675378,100537.008102,-0.678883,7063.495490,1.062483,26.039003,0.391156,0.618497,1.109681
322.104,5.564013,50.986575,126.728000,,,76.160000,2087.979220,10498.405101,,,-0.720023,0.866935,0.857481,56.800000,11.990000,0.871000,49.930000,26.510000,-0.329082,516.920000,0.000000,16.002000,-0.837000,100540.000000,-0.247801,7065.581425,1.057481,26.040000,0.345805,0.617496,0.875944
322.204,5.563984,50.986581,126.704000,,,77.740000,2087.935320,10696.588147,,,-0.580562,3.185000,0.852480,56.800000,11.990000,1.033000,49.919970,26.508997,-0.698980,519.562905,0.000000,8.563277,-0.278000,100537.993398,0.242539,7067.705311,1.052480,26.040000,0.303288,0.616496,0.505621
322.304,5.563955,50.986588,126.555000,,,78.300000,2089.240520,10899.316579,,,-0.456751,2.817000,0.847478,56.800000,11.990000,-1.688000,49.910000,26.507996,0.293367,522.190000,0.000000,-2.998292,-0.393000,100535.992798,1.038014,7069.857501,1.047478,26.040000,-0.086451,0.615496,0.176143
322.404,5.563928,50.986596,126.372000,,,77.130000,2093.294800,11070.661665,,,-0.052104,7.366000,0.842477,56.800000,11.990000,-0.454544,49.899965,26.506996,1.589286,525.255698,0.000000,-20.650352,-0.081824,100533.992198,1.271439,7072.017196,1.042477,26.040000,-0.470522,0.614495,-0.286992
322.504,5.563902,50.986604,126.497000,,,74.980000,2095.904800,11196.000000,,,0.276760,-1.770000,0.837475,56.800000,11.990000,1.012672,49.890000,26.505996,0.530612,528.300000,0.000000,-45.290616,0.506000,100531.991597,1.139719,7074.152193,1.037475,26.040000,-0.721372,0.613495,-0.742608
322.604,5.563878,50.986614,126.663000,,,72.040000,2099.439960,10883.000000,,,0.641000,-0.995340,0.832474,56.800000,11.990000,2.508000,49.874932,26.504995,-0.928571,525.673227,0.000000,-72.236000,0.363000,100529.990997,1.411887,7076.220594,1.032474,26.040000,-0.304705,0.612495,-1.202611
322.704,5.563854,50.986625,126.647000,,,72.830000,2103.828120,10981.158290,,,0.596560,0.534000,0.827472,56.800000,11.990000,-4.577000,49.860000,26.503995,-0.783163,523.070000,0.000000,-66.166237,0.502380,100527.990397,1.836979,7078.252219,1.027472,26.040000,0.110544,0.611494,-1.512000
322.804,5.563832,50.986637,126.590000,,,72.820000,2109.637020,11133.006006,,,0.356000,-0.800000,0.820000,56.800000,11.990000,-0.268000,49.839900,26.502995,-0.323980,521.280000,0.000000,-57.148287,0.676110,100525.989797,2.181004,7080.269692,1.020000,26.040000,0.228175,0.610000,-1.478000
322.904,5.563812,50.986652,126.490000,,,74.440000,2115.936520,11244.438110,,,0.353979,1.072000,0.820000,56.800000,11.990000,-0.194558,49.820000,26.501995,-0.030612,521.320000,0.000000,-45.748545,0.897000,100523.989197,2.037060,7082.307870,1.020000,26.040000,0.433673,0.610000,-1.731000
323.004,5.563793,50.986667,126.390000,,,75.880000,2120.700160,11278.495124,,,0.317043,-0.108000,0.820000,56.800000,11.990000,-0.050000,49.825028,26.500994,0.295918,522.079155,0.000000,-39.649543,1.003000,100521.988597,1.861866,7084.376621,1.020000,26.040000,0.325964,0.610000,-1.713145
323.104,5.563777,50.986683,126.321000,,,76.740000,2125.856300,11396.627157,,,0.375105,2.538000,0.820000,56.800000,11.990000,1.019000,49.830000,26.500000,0.344388,522.830000,0.000000,-36.893000,1.021216,100520.000000,1.789125,7086.480193,1.020000,26.040000,0.151644,0.610000,-1.734000
323.204,5.563762,50.986701,126.306000,,,76.950000,2130.125560,11466.119280,,,0.368865,-0.172866,0.820000,56.789937,11.990000,0.284383,49.840065,26.500000,-0.176020,524.863137,0.000000,-44.644288,0.935000,100518.993698,1.759207,7088.608518,1.020000,26.041006,0.012755,0.610000,-1.724548
323.304,5.563750,50.986718,126.287000,,,76.830000,2135.098800,11572.536384,,,0.441000,-2.018000,0.820000,56.779934,11.990000,-1.292992,49.850000,26.500000,-0.489796,526.870000,0.000000,-54.623000,1.034000,100517.993398,2.058468,7090.743214,1.020000,26.042007,0.029762,0.610000,-1.661000
323.404,5.563741,50.986737,126.153000,,,77.160000,2140.957200,11607.941485,,,0.170000,0.046000,0.820000,56.769931,11.990000,-1.615586,49.855035,26.500000,0.191327,529.478130,0.000000,-51.694568,0.570000,100516.993098,2.020236,7092.881776,1.020000,26.043007,0.242347,0.610000,-1.923000
323.504,5.563734,50.986756,126.061000,,,78.540000,2145.683800,11640.023256,,,0.450000,-0.640000,0.820000,56.759928,11.990000,-3.732000,49.860000,26.500000,0.594388,532.050000,0.000000,-45.959000,0.714398,100515.992798,1.882564,7095.035812,1.020000,26.044007,0.368481,0.610000,-1.861000
323.604,5.563730,50.986777,126.075000,,,79.760000,2150.647560,11710.405101,,,0.124000,-0.497485,0.820000,56.749925,11.990000,-2.758049,49.860000,26.500000,0.160714,535.374762,0.000000,-46.333000,0.747000,100514.992498,1.737032,7097.218811,1.020000,26.045008,0.450680,0.610000,-2.002000
323.704,5.563727,50.986797,126.068000,,,81.720000,2154.488280,11821.000000,,,0.553000,-0.518000,0.820000,56.739922,11.990000,-2.795176,49.860000,26.500000,-0.176020,538.650000,0.000000,-47.842000,0.701280,100513.992198,1.681761,7099.440384,1.020000,26.046008,0.375567,0.610000,-1.693000
323.804,5.563727,50.986818,126.060000,,,82.410000,2158.967440,11750.000000,,,0.363898,-2.254000,0.820000,56.729919,11.990000,-1.669189,49.860000,26.500000,-0.211735,541.594832,0.000000,-41.247150,0.559387,100512.991898,1.782375,7101.704988,1.020000,26.047008,0.094955,0.610000,-1.737395
323.904,5.563729,50.986838,126.006000,,,82.390000,2163.232080,11815.828957,,,-0.005000,6.456000,0.820000,56.719916,11.990000,0.545340,49.860000,26.500000,0.043367,544.490000,0.000000,-28.382000,0.209000,100511.991597,1.676752,7103.988271,1.020000,26.048008,-0.121882,0.610000,-1.805361
324.004,5.563733,50.986858,125.962000,,,81.550000,2167.195080,12001.849212,,,0.323000,3.974116,0.820000,56.709913,11.990000,2.647000,49.854955,26.500000,0.153061,547.259705,0.000000,-36.363078,0.516000,100510.991297,1.634125,7106.269314,1.020000,26.049009,0.046769,0.610000,-1.731000
324.104,5.563740,50.986879,125.961000,,,82.720000,2171.333150,12167.459865,,,0.098000,-0.858000,0.820000,56.700000,11.990000,1.955000,49.850000,26.500000,0.007653,549.980000,0.000000,-48.861883,0.285000,100510.000000,1.720715,7108.552042,1.020000,26.050000,0.255102,0.610000,-1.877000
324.204,5.563750,50.986899,125.924000,,,83.350000,2175.604760,12293.513128,,,0.421000,-0.583861,0.820000,56.700000,11.990000,-1.552000,49.824762,26.502019,-0.043367,552.317004,0.000000,-62.356000,0.596000,100510.000000,1.663520,7110.846921,1.020000,26.050000,0.130385,0.610000,-1.751000
324.304,5.563762,50.986918,125.919000,,,83.640000,2179.401850,12529.000000,,,0.334980,-2.832000,0.820000,56.700000,11.990000,-0.138000,49.800000,26.504019,-0.176020,554.610000,0.000000,-61.440900,0.580020,100510.000000,1.659938,7113.159866,1.020000,26.050000,-0.046769,0.610000,-1.726000
324.404,5.563776,50.986937,125.869000,,,83.020000,2183.628170,12378.000000,,,0.160000,0.778000,0.820000,56.700000,11.990000,-1.052220,49.790000,26.506020,-0.035714,556.503750,0.000000,-60.422580,0.549000,100510.000000,1.864169,7115.476298,1.020000,26.050000,0.070862,0.610000,-1.911000
324.504,5.563793,50.986955,125.808000,,,84.140000,2188.479710,12467.000000,,,0.153536,-2.052000,0.820000,56.700000,11.990000,-1.363000,49.820000,26.508020,0.122449,558.360000,0.000000,-53.293472,0.673000,100510.000000,1.844700,7117.796967,1.020000,26.050000,0.148810,0.610000,-1.781000
324.604,5.563812,50.986972,125.800000,,,84.070000,2192.491650,11997.017254,,,0.261387,0.946245,0.820000,56.700000,11.990000,1.059000,49.810000,26.510021,-0.201531,559.190000,0.000000,-45.249035,0.548199,100510.000000,1.713288,7120.124778,1.020000,26.050000,-0.167234,0.610000,-1.879000
324.704,5.563833,50.986987,125.745000,,,82.960000,2196.718630,11592.000000,,,0.359000,4.639000,0.820000,56.700000,11.990000,3.030000,49.830000,26.512022,-0.089286,554.190000,0.000000,-31.616000,0.614767,100510.000000,1.985786,7122.449890,1.020000,26.050000,-0.240930,0.610000,-1.685000
324.804,5.563855,50.987002,125.652000,,,82.370000,2202.168740,11667.000000,,,0.591000,-1.130000,0.820000,56.700000,11.990000,-1.312000,49.809770,26.514022,0.635204,551.003757,0.000000,-45.662000,0.490000,100510.000000,2.012610,7124.756468,1.020000,26.050000,-0.392574,0.610000,-1.803636
324.904,5.563879,50.987014,125.647000,,,80.190000,2206.596690,11598.335334,,,0.405000,0.857000,0.825122,56.700000,11.990000,1.075000,49.790000,26.516023,0.487245,547.890000,0.000000,-39.696000,0.329915,100510.000000,1.742787,7127.028404,1.025634,26.050000,-0.630669,0.612049,-1.843000
325.004,5.563904,50.987026,125.753000,,,77.920000,2210.955020,11289.040541,,,0.594835,-0.391256,0.835126,56.700000,11.990000,-2.935000,49.774820,26.518023,-0.438776,543.644660,0.000000,-49.776000,0.021000,100510.000000,1.871889,7129.254501,1.036639,26.050000,-0.661848,0.616050,-1.866211
325.104,5.563929,50.987035,125.740000,,,75.520000,2216.308770,11030.211553,,,0.666839,-2.800000,0.845130,56.700000,11.990000,-0.674195,49.760000,26.520000,-0.293367,539.500000,0.000000,-52.695000,0.470035,100510.000000,2.076877,7131.409335,1.047643,26.050000,-0.549887,0.620052,-1.863840
325.204,5.563956,50.987043,125.682000,,,74.040000,2222.073100,10725.000000,,,0.802000,5.885000,0.855134,56.700000,11.990000,-0.343000,49.714437,26.517975,0.484694,530.296318,0.000000,-43.730000,0.940132,100510.000000,2.013058,7133.511090,1.058647,26.054050,-0.255102,0.624054,-1.797286
325.304,5.563983,50.987049,125.718000,,,73.720000,2227.300620,10821.854354,,,0.763354,-0.516000,0.865138,56.700000,11.990000,-6.176000,49.670000,26.515974,0.352041,521.320000,0.000000,-46.575782,1.003702,100510.000000,1.901379,7135.575400,1.069652,26.058051,-0.168651,0.628055,-1.779000
325.404,5.564012,50.987054,125.801000,,,72.850000,2232.500220,11009.000000,,,0.674670,3.108000,0.875142,56.700000,11.990000,-4.104000,49.660000,26.513974,-0.135204,518.300000,0.000000,-52.585139,1.057000,100510.000000,1.918800,7137.617341,1.080656,26.062053,-0.147392,0.632057,-1.818356
325.504,5.564040,50.987057,125.834000,,,72.680000,2237.948940,11007.000000,,,0.539292,0.805578,0.885146,56.700000,11.990000,-4.105369,49.680000,26.511973,-0.073980,518.980000,0.000000,-58.519021,0.946000,100510.000000,1.877186,7139.645680,1.091661,26.066054,-0.106293,0.636058,-1.900000
325.604,5.564069,50.987058,125.867000,,,72.100000,2242.941970,11056.554389,,,0.446012,-2.159000,0.895150,56.700000,11.990000,-2.090000,49.680000,26.509972,0.114796,520.673380,0.000000,-64.264000,1.042000,100510.000000,1.590440,7141.660578,1.102665,26.070056,-0.110544,0.640060,-1.951000
325.704,5.564098,50.987059,125.921000,,,71.900000,2246.866850,11083.968492,,,0.292821,-1.696000,0.905154,56.700000,11.990000,-4.375000,49.680000,26.507971,-0.063776,522.320000,0.000000,-58.192103,1.074000,100510.000000,1.681746,7143.666000,1.113669,26.074058,-0.053855,0.644062,-1.861000
325.804,5.564127,50.987057,125.978000,,,71.720000,2252.398080,11150.000000,,,0.166000,1.683000,0.920000,56.700000,11.990000,-3.061368,49.674927,26.505970,-0.173469,523.811326,0.000000,-53.143819,0.897000,100510.000000,2.075132,7145.662788,1.130000,26.078059,0.059524,0.650000,-1.855682
325.904,5.564155,50.987052,125.983000,,,72.320000,2258.564170,11135.087772,,,0.326000,0.137000,0.914838,56.700000,11.990000,-2.214110,49.670000,26.503970,-0.102041,525.260000,0.000000,-46.826827,1.201000,100510.000000,2.082623,7147.662123,1.124322,26.082061,0.086451,0.647935,-1.848137
326.004,5.564183,50.987047,126.021000,,,72.330000,2264.040230,11068.000000,,,0.227000,2.376000,0.904835,56.700000,11.990000,-1.902000,49.659845,26.501969,0.020408,527.428109,0.000000,-41.182000,1.168000,100510.000000,1.810288,7149.667073,1.113319,26.086062,0.195578,0.643934,-1.847208
326.104,5.564211,50.987040,126.005000,,,73.700000,2268.682530,11143.209302,,,0.250325,-0.108000,0.894832,56.700000,11.990000,-2.216000,49.650000,26.500000,-0.068878,529.530000,0.000000,-42.619000,1.179000,100510.000000,1.717314,7151.689364,1.102316,26.090000,0.402494,0.639933,-1.754466
326.204,5.564239,50.987031,126.072000,,,75.170000,2273.460500,11235.000000,,,0.207000,1.345744,0.884829,56.700000,11.990000,-0.073216,49.655080,26.501016,-0.173469,532.283360,0.000000,-37.956768,0.983488,100510.000000,1.828917,7153.739911,1.091312,26.088984,0.273526,0.635932,-1.656000
326.304,5.564265,50.987021,126.000000,,,75.630000,2278.518800,11141.000000,,,0.181346,3.708638,0.874826,56.700000,11.990000,2.530000,49.660000,26.502017,0.257653,534.950000,0.000000,-29.066000,0.990731,100510.000000,1.734925,7155.820735,1.080309,26.087983,0.097789,0.631931,-1.538000
326.404,5.564290,50.987010,126.055000,,,75.860000,2282.734510,11436.000000,,,0.142000,3.416000,0.864823,56.700000,11.990000,-1.979000,49.670000,26.503017,0.209184,537.847049,0.000000,-42.375000,0.794000,100510.000000,1.561794,7157.921211,1.069306,26.086983,0.177154,0.627929,-1.595486
326.504,5.564314,50.986998,126.096000,,,76.880000,2286.842030,11268.000000,,,0.254020,0.160000,0.854820,56.700000,11.990000,3.946000,49.630000,26.504017,-0.125000,540.650000,0.000000,-40.239181,0.910000,100510.000000,1.625362,7160.036803,1.058302,26.085983,0.284864,0.623928,-1.705000
326.604,5.564336,50.986984,126.120000,,,77.870000,2291.281590,11657.000000,,,0.119000,0.304071,0.844817,56.700000,11.990000,-0.052382,49.645255,26.505018,-0.099490,543.741680,0.000000,-44.435161,0.404000,100510.000000,1.705756,7162.174460,1.047299,26.084982,0.205499,0.619927,-1.523199
326.704,5.564357,50.986970,126.143000,,,78.330000,2295.697830,11628.456114,,,0.319000,0.657756,0.834814,56.700000,11.990000,-0.702000,49.660000,26.506018,-0.288265,546.730000,0.000000,-39.859803,0.574000,100510.000000,1.641546,7164.334986,1.036296,26.083982,0.277778,0.615926,-1.455000
326.804,5.564377,50.986954,126.146000,,,79.830000,2299.753980,11675.105026,,,0.028000,4.232000,0.820000,56.700000,11.990000,0.791000,49.650000,26.507018,-0.153061,549.955503,0.000000,-35.284587,0.359000,100510.000000,1.410705,7166.521834,1.020000,26.082982,0.488946,0.610000,-1.689000
326.904,5.564396,50.986937,126.077000,,,81.780000,2302.841990,11696.000000,,,0.180000,-1.072000,0.820000,56.700000,11.990000,-1.651000,49.660000,26.508018,0.160714,553.070000,0.000000,-25.782503,0.658000,100510.000000,1.034815,7168.743592,1.020000,26.081982,0.503118,0.610000,-1.375000
327.004,5.564414,50.986919,126.112000,,,83.380000,2304.869580,11612.000000,,,-0.025000,2.497000,0.820000,56.700000,11.990000,0.263000,49.660000,26.509019,0.127551,555.667199,0.000000,-14.939392,0.592128,100510.000000,0.523948,7171.019075,1.020000,26.080981,0.218254,0.610000,-1.493000
327.104,5.564432,50.986902,126.074000,,,83.320000,2305.382420,11700.000000,,,0.044166,0.674194,0.820000,56.700000,11.990000,-2.168000,49.660000,26.510000,0.308673,558.170000,0.000000,-1.052000,0.404376,100510.000000,-0.070866,7173.322027,1.020000,26.080000,-0.226757,0.610000,-1.011512
327.204,5.564451,50.986885,126.128000,,,81.780000,2304.525730,10902.325581,,,0.148640,-0.314000,0.820000,56.700000,11.990000,1.917000,49.665095,26.511019,0.614796,559.990000,0.000000,-7.302000,-0.217000,100511.019306,-0.654127,7175.621551,1.020000,26.080000,-0.464853,0.610000,-0.439818
327.304,5.564470,50.986870,126.192000,,,80.040000,2302.148750,9934.231058,,,0.527000,2.899808,0.820000,56.700000,11.990000,-0.297000,49.670000,26.512020,0.441327,556.850000,0.000000,16.352930,0.222000,100512.019606,-1.167911,7177.887264,1.020000,26.080000,-0.607993,0.610000,0.202219
327.404,5.564491,50.986856,126.385000,,,77.490000,2298.626660,9129.000000,,,0.473267,3.573613,0.820000,56.700000,11.990000,-0.308440,49.664902,26.513020,-0.395408,545.186808,0.000000,41.572000,0.020000,100513.019906,-1.334711,7180.098896,1.020000,26.080000,-0.729875,0.610000,0.736987
327.504,5.564512,50.986844,126.483000,,,74.890000,2295.185330,9996.000000,,,0.358227,3.719000,0.820000,56.700000,11.990000,-0.510800,49.660000,26.514020,-0.744898,533.970000,0.000000,39.280187,0.441000,100514.020206,-1.504290,7182.245663,1.020000,26.080000,-0.751134,0.610000,1.126267
327.604,5.564534,50.986833,126.487000,,,72.190000,2290.506050,9723.687172,,,0.240000,2.579093,0.820000,56.700000,11.990000,1.900000,49.670000,26.515021,-0.272959,519.101166,0.000000,34.961000,0.158000,100515.020506,-1.501654,7184.322835,1.020000,26.080000,-0.685941,0.610000,1.338951
327.704,5.564556,50.986823,126.482000,,,70.050000,2286.775760,9392.379595,,,0.231664,0.433000,0.820000,56.700000,11.990000,1.238699,49.640000,26.516021,-0.035714,504.830000,0.000000,39.076798,0.230593,100516.020806,-1.346663,7186.322409,1.020000,26.080000,-0.589569,0.610000,1.586000
327.804,5.564578,50.986815,126.482000,,,68.030000,2282.734070,9118.279279,,,0.158095,3.209000,0.820000,56.700000,11.990000,1.260331,49.630000,26.517021,-0.079082,491.618260,0.000000,46.272000,0.316807,100517.021106,-1.532877,7188.263247,1.020000,26.080000,-0.736961,0.610000,1.524000
327.904,5.564601,50.986809,126.467000,,,64.850000,2277.666400,8961.580645,,,0.088445,-0.759149,0.820000,56.700000,11.990000,2.369406,49.640000,26.518021,-0.048469,478.950000,0.000000,41.832000,0.513294,100518.021406,-1.537699,7190.136602,1.020000,26.080000,-0.778061,0.610000,1.611086
328.004,5.564623,50.986804,126.446000,,,62.540000,2273.147960,8792.161290,,,0.088000,-3.104000,0.820000,56.700000,11.990000,4.833000,49.640000,26.519022,0.132653,468.040265,0.000000,47.575512,0.599544,100519.021707,-1.562810,7191.939070,1.020000,26.080000,-0.589569,0.610000,1.722000
328.104,5.564646,50.986800,126.433000,,,60.690000,2267.563890,8498.967742,,,0.068164,2.090000,0.820000,56.700000,11.990000,2.349000,49.640000,26.520000,0.109694,457.590000,0.000000,56.455648,0.830000,100520.000000,-1.589026,7193.675895,1.020000,26.080000,-0.420918,0.610000,1.675000
328.204,5.564669,50.986797,126.462000,,,59.570000,2262.562860,8248.925731,,,0.022436,1.077000,0.820000,56.700000,11.990000,5.753000,49.650000,26.520000,-0.089286,448.003957,0.000000,68.802311,0.936000,100521.022307,-1.686766,7195.366400,1.020000,26.080000,-0.514456,0.610000,1.907000
328.304,5.564691,50.986797,126.442000,,,57.060000,2256.116450,8017.000000,,,-0.056896,3.906350,0.820000,56.700000,11.990000,2.985599,49.640000,26.520000,-0.061224,438.840000,0.000000,73.474720,0.841000,100522.022607,-1.800828,7197.003028,1.020000,26.080000,-0.542800,0.610000,1.739000
328.404,5.564713,50.986798,126.443000,,,55.740000,2249.803720,8041.000000,,,-0.251469,3.975000,0.820000,56.700000,11.990000,0.204515,49.650230,26.520000,0.375000,430.343985,0.000000,80.214000,1.160000,100523.022907,-1.823273,7198.593883,1.020000,26.080000,-0.208333,0.610000,1.974000
328.504,5.564734,50.986800,126.427000,,,55.590000,2242.892360,7956.000000,,,-0.359884,9.740000,0.820000,56.700000,11.990000,-2.637000,49.660000,26.520000,0.308673,422.230000,0.000000,63.851379,1.063355,100524.023207,-1.820106,7200.150499,1.020000,26.080000,0.042517,0.610000,1.868284
328.604,5.564756,50.986804,126.571000,,,56.040000,2236.566980,8251.387847,,,-0.570109,-1.367000,0.820000,56.700000,11.990000,-0.808419,49.670235,26.520000,-0.459184,426.283107,0.000000,56.115000,0.962742,100525.023507,-1.723633,7201.699782,1.020000,26.080000,-0.046769,0.610000,1.807000
328.704,5.564776,50.986810,126.533000,,,55.260000,2230.457880,8335.277569,,,-0.732541,2.851125,0.820000,56.700000,11.990000,3.313000,49.680000,26.520000,-0.403061,430.150000,0.000000,67.537411,0.938000,100526.023807,-1.818466,7203.246096,1.020000,26.080000,-0.039683,0.610000,1.635000
328.804,5.564795,50.986817,126.519000,,,55.760000,2223.263190,8485.000000,,,-0.741000,3.157603,0.820000,56.700000,11.990000,-0.199000,49.685120,26.520000,0.104592,437.922160,0.000000,79.727000,1.178000,100527.024107,-1.840242,7204.791274,1.020000,26.080000,0.066610,0.610000,1.708000
328.904,5.564813,50.986825,126.481000,,,55.730000,2217.115500,8392.000000,,,-0.728235,2.787434,0.820000,56.700000,11.990000,2.380000,49.690000,26.520000,0.288265,445.330000,0.000000,71.224000,1.132556,100528.024407,-1.467911,7206.336421,1.020000,26.080000,0.077948,0.610000,1.624803
329.004,5.564830,50.986835,126.508000,,,56.310000,2212.614610,8532.000000,,,-0.758500,4.087000,0.820000,56.700000,11.990000,-0.093000,49.700245,26.520000,0.201531,451.815163,0.000000,71.895000,1.042100,100529.024707,-1.328763,7207.890298,1.020000,26.080000,0.018424,0.610000,1.523600
329.104,5.564845,50.986844,126.542000,,,55.860000,2207.575620,8392.000000,,,-0.861000,1.218000,0.820000,56.700000,11.990000,2.013000,49.710000,26.520000,-0.252551,457.990000,0.000000,49.234000,0.956100,100530.000000,-1.611733,7209.446098,1.020000,26.080000,0.046769,0.610000,1.433350
329.204,5.564859,50.986856,126.576000,,,56.640000,2200.949920,8494.519880,,,-0.817000,-1.486000,0.820000,56.689747,11.990000,4.423000,49.730510,26.518975,-0.609694,464.660960,0.000000,55.461151,0.804000,100531.025308,-1.982044,7211.008622,1.020000,26.082051,0.158730,0.610000,1.369000
329.304,5.564869,50.986869,126.504000,,,56.980000,2193.428400,8621.115529,,,-0.835000,4.039000,0.820000,56.679744,11.990000,0.990000,49.750000,26.517974,-0.323980,471.000000,0.000000,60.046145,0.953353,100532.025608,-1.968516,7212.579481,1.020000,26.084051,0.060941,0.610000,1.555729
329.404,5.564878,50.986883,126.405000,,,57.070000,2186.983100,8797.058515,,,-0.807000,5.878000,0.820000,56.669741,11.990000,2.543620,49.750000,26.516974,0.163265,477.022620,0.000000,77.949000,0.980392,100533.025908,-1.881401,7214.160768,1.020000,26.086052,0.075113,0.610000,1.633000
329.504,5.564884,50.986897,126.339000,,,57.510000,2180.100720,8834.727682,,,-0.814000,4.651602,0.820000,56.659738,11.990000,3.167000,49.750000,26.515974,0.556122,482.740000,0.000000,70.606756,1.185000,100534.026208,-1.907524,7215.749135,1.020000,26.088052,0.205499,0.610000,1.600630
