# RaceRender Data
"Time", "Longitude", "Latitude", "Altitude", "X", "Y", "KPH", "Heading", "RPM", "Gear", "Throttle", "DOP Positional", "Température 1", "Axe Z Gyroscope", "Axe Accéléromètre Y", "GPS Lateral Acceleration", "Vertical Acceleration", "Humidity", "Pression", "Voltage Batterie", "Température Barométrique", "Distance GPS", "Axe Accéléromètre Z", "Axe X Gyroscope", "DOP Vertical", "Temperature Interne", "Angle du Volant", "Température 2", "DOP Horizontal", "Axe Y Gyroscope", "GPS Longitudinal Acceleration", "Axe Accéléromètre X"
121.517,4.500172,50.093771,209.642000,,,107.390000,790.016920,14671.290541,,,0.938619,51.684745,-9.276000,-0.264487,0.493773,0.114796,45.200000,99800.949285,12.020949,33.090000,2624.124353,0.973893,-0.265742,0.780171,34.411899,0.000000,588.762640,0.517758,0.623337,0.096372,-0.162797
121.617,4.500211,50.093779,209.688000,,,107.810000,790.794320,14753.556639,,,0.950624,51.680000,-7.172000,-0.397196,0.548721,-0.045918,45.200000,99800.000000,12.020000,33.090000,2627.109672,1.189000,-1.832000,0.793176,34.410000,0.000000,589.370000,0.522760,0.030187,0.100624,-0.124281
121.717,4.500251,50.093787,209.763000,,,108.100000,792.074580,14851.000000,,,0.962629,51.701031,-13.239000,-0.460272,0.520634,-0.163265,45.189486,99796.845738,12.020000,33.090000,2630.103772,1.102320,-0.273520,0.806181,34.406846,0.000000,589.932566,0.527762,-3.374000,0.107710,-0.121536
121.817,4.500292,50.093795,209.782000,,,108.570000,792.741420,14836.000000,,,0.974634,51.720000,-8.494000,-0.523296,0.614829,-0.005102,45.179482,99793.844538,12.020000,33.090000,2633.108657,1.175000,1.388792,0.819187,34.403845,0.000000,590.440000,0.532764,1.101000,0.107710,-0.107000
121.917,4.500333,50.093802,209.820000,,,108.860000,794.364000,15014.000000,,,0.986639,51.720000,-14.918000,-0.574821,0.728789,0.191327,45.169478,99790.843337,12.020000,33.090000,2636.123706,0.913000,3.201000,0.832192,34.400843,0.000000,591.071516,0.537766,0.013000,0.138889,-0.130000
122.017,4.500374,50.093809,209.874000,,,109.550000,795.447960,14954.000000,,,0.998643,51.720000,-12.962985,-0.650000,0.587924,0.168367,45.159474,99787.842137,12.020000,33.090000,2639.151651,1.085000,-0.736000,0.845197,34.397842,0.000000,591.640000,0.542768,0.814000,0.144558,-0.121000
122.117,4.500416,50.093815,209.952000,,,109.880000,796.533650,15009.666167,,,1.010648,51.650000,-9.261000,-0.568000,0.540870,0.051020,45.149470,99784.840936,12.020000,33.090000,2642.191571,0.973000,1.030000,0.858202,34.394841,0.000000,592.719325,0.547770,-1.225000,0.104875,-0.129000
122.217,4.500458,50.093820,210.032000,,,110.290000,797.437970,15056.648912,,,1.022653,51.680000,-9.903000,-0.596215,0.495237,-0.017857,45.139466,99781.839736,12.020000,33.090000,2645.245548,1.071000,-0.587000,0.871207,34.391840,0.000000,593.690000,0.552772,-0.876000,0.109127,-0.157000
122.317,4.500500,50.093826,210.104000,,,110.650000,798.348990,15102.189047,,,1.040000,51.690535,-7.932000,-0.512877,0.423317,0.020408,45.129462,99778.838535,12.020000,33.090000,2648.309452,1.049000,0.362212,0.890000,34.388839,0.000000,594.901556,0.560000,-0.088203,0.164399,-0.099000
122.417,4.500542,50.093831,210.183000,,,111.450000,798.984630,15168.831208,,,1.036669,51.700000,-6.117000,-0.452283,0.360634,0.051020,45.119458,99775.837335,12.020000,33.090000,2651.387852,0.958000,2.136321,0.886114,34.385837,0.000000,595.990000,0.557779,1.240000,0.140306,-0.101795
122.517,4.500585,50.093836,210.264000,,,111.640000,799.657170,15211.993998,,,1.030667,51.710000,-6.159604,-0.403716,0.378257,-0.015306,45.109454,99772.836134,12.020000,33.090000,2654.479278,1.057000,2.977000,0.879112,34.382836,0.000000,597.070890,0.553778,-0.792000,0.099206,-0.069000
122.617,4.500628,50.093840,210.354000,,,112.150000,800.354400,15265.975244,,,1.024665,51.690000,-6.351000,-0.362761,0.453683,-0.109694,45.100000,99770.000000,12.020000,33.090000,2657.583738,0.974000,1.019603,0.872110,34.380000,0.000000,598.040000,0.549777,-1.235000,0.131803,-0.140000
122.717,4.500672,50.093844,210.418000,,,112.570000,801.292610,15341.975244,,,1.018664,51.640000,-5.100000,-0.360640,0.353062,-0.040816,45.100000,99771.055317,12.020000,33.088945,2660.698036,1.009000,-1.041000,0.865108,34.374723,0.000000,599.058075,0.545776,2.965000,0.133220,-0.107000
122.817,4.500715,50.093848,210.482000,,,113.090000,801.622370,15400.000000,,,1.012662,51.670000,-6.637000,-0.329969,0.191729,-0.056122,45.100000,99772.055617,12.020000,33.087944,2663.827239,0.971235,-0.523395,0.858105,34.369722,0.000000,599.970000,0.541775,0.885000,0.160147,-0.110228
122.917,4.500759,50.093852,210.556000,,,113.700000,801.978010,15398.000000,,,1.006660,51.696388,-4.059448,-0.285384,0.153395,-0.176020,45.100000,99773.055917,12.020000,33.086944,2666.970510,0.936000,0.357000,0.851103,34.364720,0.000000,601.030805,0.537773,1.019039,0.185658,-0.080000
123.017,4.500802,50.093855,210.588000,,,114.400000,802.167790,15492.789947,,,1.000658,51.720000,-2.673363,-0.221632,0.086378,-0.040816,45.100000,99774.056217,12.020000,33.085944,2670.130710,0.885000,-0.728000,0.844101,34.359719,0.000000,601.980000,0.533772,2.647000,0.137472,-0.087000
123.117,4.500846,50.093859,210.625000,,,114.670000,802.283260,15538.560390,,,0.994656,51.710000,-0.534000,-0.095000,0.134763,0.053571,45.100000,99775.056517,12.020000,33.084943,2673.305698,0.999000,2.235000,0.837099,34.354717,0.000000,602.761440,0.529771,0.028000,0.109127,-0.125000
123.217,4.500891,50.093863,210.678000,,,115.170000,802.642910,15609.441860,,,0.988655,51.740000,-1.670000,-0.109000,0.225090,-0.084184,45.100000,99776.056817,12.020000,33.083943,2676.493744,0.979662,2.382000,0.830097,34.349716,0.000000,603.460000,0.525770,0.885941,0.158730,-0.114451
123.317,4.500935,50.093866,210.715000,,,115.790000,803.073390,15673.848462,,,0.980000,51.740000,-1.308000,-0.117111,0.276123,-0.117347,45.100000,99777.057117,12.020000,33.082943,2679.694571,0.988000,1.610369,0.820000,34.344714,0.000000,604.622181,0.520000,2.068000,0.119048,-0.144000
123.417,4.500980,50.093869,210.735000,,,116.010000,803.606990,15726.166542,,,0.983907,51.740000,-3.735083,-0.141000,0.204642,-0.030612,45.100000,99778.057417,12.020000,33.081943,2682.907617,0.911000,0.410308,0.823907,34.339713,0.000000,605.660000,0.522791,1.829975,0.113379,-0.118000
# Lap 2: 00:00:56.837
123.454,4.500980,50.093869,210.735000,,,116.010000,803.606990,15753.727682,,,0.986477,51.740000,-4.330112,-0.141000,0.204642,-0.030612,45.100000,99778.424527,12.020000,33.081575,2684.090912,0.911000,0.206256,0.826477,34.337877,0.000000,606.041920,0.524626,1.673144,0.113379,-0.118000
123.554,4.501025,50.093872,210.759000,,,116.590000,803.786540,15804.804951,,,0.993479,51.760000,-5.264000,-0.220000,0.214704,0.081633,45.100000,99779.424827,12.020000,33.080575,2687.320959,0.967710,0.584167,0.833479,34.332876,0.000000,607.060000,0.529628,1.112000,0.155896,-0.114918
123.654,4.501070,50.093875,210.780000,,,117.110000,804.351480,15860.236309,,,1.000481,51.798204,-2.432000,-0.192867,0.238612,0.061224,45.100000,99780.000000,12.020000,33.080000,2690.563751,1.046017,1.678000,0.840481,34.330000,0.000000,608.446263,0.534629,1.733000,0.087868,-0.120000
123.754,4.501115,50.093878,210.835000,,,117.210000,804.610260,15908.843961,,,1.007483,51.830000,-3.062233,-0.176000,0.245186,-0.102041,45.085746,99778.574572,12.020000,33.081425,2693.818023,1.116000,0.179000,0.847483,34.324298,0.000000,609.600000,0.539631,-0.419000,0.085034,-0.006000
123.854,4.501161,50.093880,210.849000,,,117.710000,805.197170,15946.039010,,,1.014485,51.835460,-3.752000,-0.217000,0.242770,-0.045918,45.075743,99777.574272,12.020000,33.082426,2697.081422,1.038865,2.180801,0.854485,34.320297,0.000000,611.188860,0.544632,0.250000,0.137472,-0.053000
123.954,4.501207,50.093882,210.871000,,,118.180000,805.444060,15986.177794,,,1.021487,51.840000,-3.085897,-0.186751,0.164534,0.068878,45.065740,99776.573972,12.020000,33.083426,2700.355869,1.030249,3.423000,0.861487,34.316296,0.000000,612.510000,0.549634,1.419000,0.086451,-0.056000
124.054,4.501252,50.093884,210.900000,,,118.320000,805.760020,16013.512378,,,1.028490,51.812686,-2.604724,-0.172913,0.157687,0.061224,45.055737,99775.573672,12.020000,33.084426,2703.639137,1.016047,0.972000,0.868490,34.312295,0.000000,615.722086,0.554635,-0.300000,0.048186,-0.009000
124.154,4.501298,50.093886,210.934000,,,118.520000,805.982850,16033.262566,,,1.035492,51.790000,-1.214589,-0.137229,0.069967,-0.007653,45.045734,99774.573372,12.020000,33.085427,2706.928051,0.981000,0.837000,0.875492,34.308293,0.000000,618.390000,0.559637,0.425285,0.043934,-0.027000
124.254,4.501344,50.093888,210.975000,,,118.630000,805.998680,16044.113278,,,1.042494,51.760000,0.234566,-0.073874,-0.010168,-0.081633,45.035731,99773.573072,12.020000,33.086427,2710.221130,1.000776,2.132000,0.882494,34.304292,0.000000,623.250815,0.564638,-0.009096,0.025510,0.005000
124.354,4.501390,50.093890,210.994000,,,118.700000,805.948200,16062.000000,,,1.050000,51.770000,1.643000,-0.002088,-0.038962,0.040816,45.025728,99772.572772,12.020000,33.087427,2713.516943,1.013000,2.698000,0.890000,34.300291,0.000000,627.280000,0.570000,0.354966,0.011338,-0.021000
124.454,4.501436,50.093892,211.018000,,,118.710000,805.865980,16060.000000,,,1.050000,51.760000,1.355462,0.034763,-0.027596,0.056122,45.015725,99771.572472,12.020000,33.088428,2716.814905,0.939000,2.710000,0.890000,34.296290,0.000000,632.279580,0.570000,2.404000,0.055272,-0.074000
124.554,4.501482,50.093894,211.070000,,,119.090000,805.854220,16081.000000,,,1.050000,51.780000,1.076164,0.050789,0.000124,-0.071429,45.005722,99770.572172,12.020000,33.089428,2720.117250,1.062000,1.004000,0.890000,34.292289,0.000000,636.420000,0.570000,0.223000,0.031179,0.014433
124.654,4.501528,50.093896,211.083000,,,118.930000,805.866400,16075.000000,,,1.050000,51.801891,0.661827,0.063000,0.066475,0.010204,45.000000,99770.000000,12.020000,33.090000,2723.421869,0.949000,2.943000,0.890000,34.290000,0.000000,641.520590,0.570000,2.102000,-0.014172,0.069000
124.754,4.501574,50.093898,211.118000,,,118.990000,806.080190,16089.141892,,,1.050000,51.820000,-0.567434,0.046000,0.185123,0.022959,45.000000,99768.571571,12.021428,33.087143,2726.726995,1.030718,0.241957,0.890000,34.282858,0.000000,645.740000,0.570000,0.285633,0.018424,0.074000
124.854,4.501620,50.093900,211.152000,,,119.060000,806.495370,16092.716429,,,1.050000,51.825478,-3.150474,-0.098005,0.463778,-0.068878,45.000000,99767.571271,12.022429,33.085143,2730.031225,1.081000,-1.622000,0.890000,34.277856,0.000000,650.543977,0.570000,-0.688000,-0.077948,0.005901
124.954,4.501666,50.093901,211.175000,,,118.440000,807.654990,16114.152288,,,1.050000,51.830000,-9.845219,-0.308927,0.687849,-0.099490,45.000000,99766.570971,12.023429,33.083142,2733.330598,0.907000,-0.188243,0.890000,34.272855,0.000000,654.510000,0.570000,2.911000,-0.106293,-0.036000
125.054,4.501712,50.093901,211.194000,,,118.310000,808.843250,16133.000000,,,1.050000,51.797120,-14.642000,-0.533346,0.747517,0.022959,45.000000,99765.570671,12.024429,33.081141,2736.619727,0.979000,0.693000,0.890000,34.267853,0.000000,659.524200,0.570000,3.090000,-0.045351,-0.022000
125.154,4.501758,50.093901,211.193000,,,118.120000,810.209340,16108.972993,,,1.050000,51.770000,-13.290560,-0.670330,1.027146,-0.048469,45.000000,99764.570371,12.025430,33.079141,2739.898873,0.922000,0.528000,0.890000,34.262852,0.000000,663.660000,0.570000,-0.071000,-0.375567,0.002000
125.254,4.501802,50.093899,211.245000,,,115.660000,812.358770,15252.548387,,,1.050000,51.808379,-21.943180,-0.906840,0.959170,-0.198980,45.000000,99763.570071,12.026430,33.077140,2743.141513,0.899000,0.856020,0.890000,34.257850,0.000000,668.090000,0.570000,2.364000,-0.745465,0.279600
125.354,4.501845,50.093897,211.192000,,,112.860000,813.562030,14044.556639,,,1.050000,51.840000,-31.667140,-1.052000,0.742746,-0.068878,45.000000,99762.569771,12.027430,33.075140,2746.324207,0.952000,-3.960000,0.890000,34.252849,0.000000,665.860000,0.570000,1.725340,-0.583900,0.538000
125.454,4.501888,50.093894,211.218000,,,111.540000,815.019380,12810.000000,,,1.050000,51.834512,-39.817000,-0.794000,0.960519,-0.094388,45.000000,99761.569471,12.028431,33.073139,2749.445871,0.865000,-1.026064,0.890000,34.247847,0.000000,649.473597,0.570000,0.872000,-0.612245,0.523000
125.554,4.501929,50.093891,211.164000,,,108.540000,817.043450,13106.888222,,,1.050000,51.830000,-25.705557,-0.987000,1.112654,-0.140306,45.000000,99760.569171,12.029431,33.071138,2752.506944,0.990000,1.808000,0.890000,34.242846,0.000000,636.000000,0.570000,1.266123,-0.684524,0.668000
125.654,4.501969,50.093886,211.154000,,,106.710000,819.163680,13502.391598,,,1.050000,51.820000,-12.828889,-0.959000,1.322056,-0.395408,45.000000,99760.000000,12.030000,33.070000,2755.504747,0.897000,0.655000,0.890000,34.240000,0.000000,615.170940,0.570000,0.053000,-0.615079,0.483000
125.754,4.502008,50.093880,211.081000,,,104.200000,822.052160,13701.734434,,,1.050000,51.840000,0.091000,-1.333000,1.359960,-0.344388,44.985686,99758.568571,12.028569,33.068569,2758.434077,0.967000,5.694000,0.890000,34.237137,0.000000,598.060000,0.570000,1.704000,-0.538549,0.550077
125.854,4.502046,50.093873,210.935000,,,102.910000,824.440100,13689.029257,,,1.050000,51.818029,-15.173917,-1.240000,1.401518,0.295918,44.975683,99757.568270,12.027568,33.067568,2761.314319,0.798619,1.461632,0.890000,34.235137,0.000000,579.950415,0.570000,1.254013,-0.592404,0.578755
125.954,4.502081,50.093865,210.863000,,,100.020000,827.557980,13648.000000,,,1.050000,51.800000,-33.660000,-1.454205,1.678103,0.392857,44.965680,99756.567970,12.026568,33.066568,2764.135395,0.696000,-2.349000,0.890000,34.233136,0.000000,565.090000,0.570000,-1.298000,-0.684524,0.652000
126.054,4.502116,50.093856,210.832000,,,98.080000,831.222960,13452.942236,,,1.050000,51.827489,-29.208000,-1.572553,1.639912,-0.058673,44.955677,99755.567670,12.025568,33.065568,2766.894744,0.920000,-3.337000,0.890000,34.231135,0.000000,551.669995,0.570000,2.525000,-0.576814,0.543816
126.154,4.502149,50.093845,210.799000,,,95.950000,834.317580,13268.772693,,,1.050000,51.850000,-40.266058,-1.744000,1.630635,-0.247449,44.945674,99754.567370,12.024567,33.064567,2769.593526,0.846000,-0.208000,0.890000,34.229135,0.000000,540.680000,0.570000,1.426000,-0.595238,0.438082
126.254,4.502180,50.093834,210.706000,,,93.880000,838.093530,13102.330833,,,1.050000,51.828000,-46.216372,-1.658000,1.807144,0.015306,44.935671,99753.567070,12.023567,33.063567,2772.237475,0.868000,0.343000,0.890000,34.227134,0.000000,527.766000,0.570000,1.742000,-0.525794,0.412838
126.354,4.502210,50.093821,210.638000,,,92.240000,842.099750,12902.702926,,,1.050000,51.810000,-50.268000,-1.794129,1.777980,0.089286,44.925668,99752.566770,12.022567,33.062567,2774.824466,0.945212,-2.533000,0.890000,34.225134,0.000000,517.200000,0.570000,-0.785000,-0.334467,0.349074
126.454,4.502238,50.093807,210.586000,,,91.520000,845.886240,12743.822206,,,1.053737,51.815503,-50.566000,-1.830000,1.710927,0.025510,44.915665,99751.566470,12.021566,33.061566,2777.380321,0.977776,-1.632000,0.892803,34.223133,0.000000,503.960380,0.572803,0.339177,-0.282029,0.222000
126.554,4.502264,50.093792,210.512000,,,90.250000,849.657570,12532.397599,,,1.057739,51.820000,-48.233000,-1.799961,1.561710,0.125000,44.905662,99750.566170,12.020566,33.060566,2779.907318,0.981095,-0.123000,0.895804,34.221132,0.000000,493.140000,0.575804,1.137000,-0.242347,0.193357
126.654,4.502289,50.093776,210.476000,,,89.810000,852.881990,12377.000000,,,1.061741,51.860000,-51.236000,-1.708422,1.559963,-0.030612,44.900000,99750.000000,12.020000,33.060000,2782.412882,1.081000,-1.834000,0.898806,34.220000,0.000000,485.812845,0.578806,-0.923000,-0.085034,0.235000
126.754,4.502312,50.093759,210.435000,,,89.650000,856.679730,12572.312828,,,1.065742,51.850000,-35.242610,-1.610000,1.835349,-0.028061,44.900000,99752.869148,12.021435,33.060000,2784.904560,0.994980,0.979520,0.901807,34.217131,0.000000,479.830000,0.581807,-0.964000,-0.151644,0.026807
126.854,4.502332,50.093742,210.354000,,,88.740000,861.158540,12716.000000,,,1.069744,51.872031,-28.579000,-1.684800,1.829452,0.119898,44.900000,99754.869948,12.022435,33.060000,2787.383574,0.943000,3.255000,0.904808,34.215130,0.000000,487.254452,0.584808,1.543000,-0.192744,-0.107000
126.954,4.502351,50.093723,210.347000,,,88.290000,865.014290,12634.000000,,,1.073745,51.890000,-34.074175,-1.730000,1.549666,-0.043367,44.900000,99756.870748,12.023435,33.060000,2789.843335,0.999000,1.805407,0.907809,34.213129,0.000000,493.310000,0.587809,0.393000,-0.109127,-0.112000
127.054,4.502368,50.093704,210.279000,,,87.970000,868.254440,12704.957989,,,1.077747,51.878974,-40.313726,-1.660000,1.460481,-0.061224,44.900000,99758.871549,12.024436,33.060000,2792.290959,1.003366,0.931000,0.910810,34.211128,0.000000,504.115003,0.590810,1.511814,-0.188492,-0.100773
127.154,4.502383,50.093685,210.242000,,,86.960000,871.726140,12757.000000,,,1.081749,51.870000,-49.196656,-1.754848,1.521467,0.051020,44.900000,99760.872349,12.025436,33.060000,2794.720002,1.079000,1.993000,0.913812,34.209128,0.000000,512.910000,0.593812,2.019000,-0.277778,-0.051000
127.254,4.502396,50.093665,210.180000,,,86.010000,875.327770,12668.000000,,,1.085750,51.890000,-56.625000,-1.812000,1.613928,0.117347,44.900000,99762.873149,12.026437,33.060000,2797.127179,0.920000,-3.911000,0.916813,34.207127,0.000000,522.020780,0.596813,-0.692680,-0.116213,-0.229000
127.354,4.502406,50.093645,210.157000,,,86.140000,879.312200,12659.633158,,,1.090000,51.840000,-49.787642,-1.720000,1.727482,-0.137755,44.900000,99764.873950,12.027437,33.060000,2799.521533,1.003000,-2.639688,0.920000,34.205126,0.000000,529.430000,0.600000,-1.565000,0.025510,-0.263000
127.454,4.502414,50.093623,210.127000,,,86.190000,883.435320,12650.000000,,,1.090938,51.851036,-42.964219,-1.726000,1.786245,-0.329082,44.900000,99766.874750,12.028437,33.060000,2801.912879,0.979000,0.608466,0.920000,34.203125,0.000000,536.029240,0.600938,-0.879160,-0.076531,-0.301000
127.554,4.502420,50.093602,210.018000,,,85.600000,887.690680,12621.000000,,,1.091939,51.860000,-32.928000,-1.664000,1.905963,-0.102041,44.900000,99768.875550,12.029438,33.060000,2804.299688,0.970000,2.758000,0.920000,34.201124,0.000000,541.390000,0.601939,1.812000,-0.102041,-0.210363
127.654,4.502422,50.093580,209.945000,,,85.470000,892.436960,12542.000000,,,1.092939,51.890000,-36.826000,-1.776000,1.830765,0.155612,44.900000,99770.000000,12.030000,33.060000,2806.677469,1.078765,2.025000,0.920000,34.200000,0.000000,545.327729,0.602939,-0.428000,0.022676,-0.257243
127.754,4.502423,50.093559,209.839000,,,85.760000,896.350320,12679.657914,,,1.093939,51.840000,-29.129000,-1.678208,1.629445,0.336735,44.900000,99771.438432,12.028562,33.058562,2809.052192,1.144000,-0.618852,0.920000,34.198562,0.000000,548.520000,0.603939,1.473639,-0.214002,-0.225000
127.854,4.502422,50.093537,209.824000,,,83.960000,900.118280,12780.000000,,,1.094939,51.760000,-39.408000,-1.779210,1.715698,0.030612,44.900000,99772.438732,12.027561,33.057561,2811.409818,0.918000,-0.033095,0.920000,34.197561,0.000000,550.868125,0.604939,0.950430,-0.233844,-0.243000
127.954,4.502418,50.093516,209.792000,,,84.110000,904.611640,12622.802701,,,1.095940,51.800000,-30.157000,-1.829000,1.786492,-0.257653,44.900000,99773.439032,12.026561,33.056561,2813.748860,1.137662,-4.257000,0.920000,34.196561,0.000000,552.770000,0.605940,0.304000,-0.072279,-0.274913
128.054,4.502411,50.093495,209.715000,,,83.450000,908.705140,12493.000000,,,1.096940,51.827639,-33.891000,-1.918000,1.859878,0.048469,44.900000,99774.439332,12.025561,33.055561,2816.079241,1.156000,1.473000,0.920000,34.195561,0.000000,553.720775,0.606940,-4.392000,0.043934,-0.294000
128.154,4.502402,50.093474,209.644000,,,84.420000,913.621940,12803.000000,,,1.097940,51.850000,-25.199000,-1.801000,2.093830,0.089286,44.900000,99775.439632,12.024560,33.054560,2818.412186,1.109000,-2.642000,0.920000,34.194560,0.000000,554.490000,0.607940,3.359000,0.262188,-0.108000
128.254,4.502389,50.093454,209.625000,,,85.300000,918.732280,12611.000000,,,1.098941,51.890000,-42.122000,-1.921000,2.117504,-0.247449,44.900000,99776.439932,12.023560,33.053560,2820.772479,1.078306,0.775000,0.920000,34.193560,0.000000,555.640815,0.608941,-1.233000,0.439342,-0.256000
128.354,4.502373,50.093434,209.531000,,,87.520000,923.657840,12743.000000,,,1.100000,51.870000,-39.894000,-1.856000,1.975211,-0.142857,44.900000,99777.440232,12.022560,33.052560,2823.171268,1.060000,-3.875000,0.920000,34.192560,0.000000,556.570000,0.610000,1.018000,0.429422,-0.234293
128.454,4.502356,50.093414,209.438000,,,88.330000,927.856320,12562.000000,,,1.083057,51.847860,-19.755000,-1.823413,1.798579,0.142857,44.900000,99778.440532,12.021559,33.051559,2825.605961,1.230000,0.904000,0.904939,34.191559,0.000000,558.141940,0.600587,-1.341400,0.175737,-0.278000
128.554,4.502336,50.093395,209.362000,,,88.760000,931.889780,12804.000000,,,1.065052,51.830000,-35.829000,-1.806200,1.728888,0.015306,44.900000,99779.440832,12.020559,33.050559,2828.062815,1.173000,1.881000,0.888935,34.190559,0.000000,559.410000,0.590584,-3.913000,0.097789,-0.161000
128.654,4.502315,50.093378,209.307000,,,89.020000,935.730960,12713.000000,,,1.047046,51.800000,-34.391000,-1.842000,1.634051,-0.137755,44.900000,99780.000000,12.020000,33.050000,2830.532905,1.167000,0.020000,0.872930,34.190000,0.000000,561.564192,0.580581,-0.378000,0.171485,-0.150000
128.754,4.502293,50.093360,209.199000,,,89.970000,939.310720,12943.032257,,,1.029041,51.810000,-42.527351,-1.638000,1.476854,0.058673,44.914414,99780.000000,12.020000,33.050000,2833.017215,1.007000,0.605000,0.856925,34.188559,0.000000,563.300000,0.570578,0.513170,0.194161,-0.224025
128.854,4.502268,50.093344,209.122000,,,90.390000,942.367180,13001.000000,,,1.011035,51.782300,-44.520000,-1.708000,1.409836,0.043367,44.924417,99780.000000,12.020000,33.050000,2835.522567,1.062870,-0.487288,0.840920,34.187558,0.000000,565.687740,0.560575,-0.801000,0.205499,-0.268000
128.954,4.502242,50.093328,209.059000,,,91.420000,945.616360,12958.906977,,,0.993030,51.760000,-30.676324,-1.572452,1.348225,-0.178571,44.934420,99780.000000,12.020000,33.050000,2838.047313,1.096000,-2.194000,0.824915,34.186558,0.000000,567.610000,0.550572,0.983000,0.209751,-0.204000
129.054,4.502215,50.093314,208.954000,,,91.870000,948.329320,12851.000000,,,0.975025,51.740000,-14.397884,-1.392108,1.170380,-0.020408,44.944423,99780.000000,12.020000,33.050000,2840.590871,1.008000,-0.554000,0.808911,34.185558,0.000000,569.888079,0.540569,-0.944000,0.179989,-0.391000
129.154,4.502186,50.093299,208.849000,,,92.690000,950.766680,12933.082520,,,0.957019,51.760000,-4.262000,-1.204736,0.874537,0.015306,44.954426,99780.000000,12.020000,33.050000,2843.153695,1.026000,0.780654,0.792906,34.184557,0.000000,571.720000,0.530566,3.014000,0.222506,-0.255890
129.254,4.502157,50.093285,208.778000,,,93.440000,952.143720,13114.000000,,,0.939014,51.776643,-12.953000,-0.914419,0.513186,-0.096939,44.964429,99780.000000,12.020000,33.050000,2845.738394,1.032000,2.503000,0.776901,34.183557,0.000000,573.611791,0.520563,1.563298,0.260771,-0.176000
129.354,4.502127,50.093271,208.645000,,,94.530000,952.987040,13109.000000,,,0.920000,51.790000,-10.508744,-0.709279,0.299893,0.260204,44.974432,99780.000000,12.020000,33.050000,2848.347626,0.862000,0.569000,0.760000,34.182557,0.000000,575.130000,0.510000,4.450000,0.238095,-0.221000
129.454,4.502098,50.093257,208.564000,,,95.120000,953.426280,13385.626407,,,0.921889,51.760000,-2.259781,-0.501511,0.391925,0.533163,44.984435,99780.000000,12.020000,33.050000,2850.979772,1.011093,2.034000,0.761889,34.181556,0.000000,577.066950,0.510944,-2.559000,0.277778,-0.114000
129.554,4.502066,50.093243,208.543000,,,96.490000,954.652800,13561.000000,,,0.923889,51.770000,2.696000,-0.372859,0.410783,0.265306,44.994438,99780.000000,12.020000,33.050000,2853.642829,1.158000,6.139000,0.763889,34.180556,0.000000,578.620000,0.511945,-2.584793,0.333050,-0.153000
129.654,4.502035,50.093229,208.559000,,,97.470000,955.147400,13541.181546,,,0.925890,51.750000,-6.733325,-0.311627,0.331941,-0.109694,45.000000,99780.000000,12.020000,33.050000,2856.334378,0.929000,11.881000,0.765890,34.180000,0.000000,580.713397,0.512945,2.295000,0.321712,-0.156776
129.754,4.502003,50.093215,208.545000,,,98.760000,956.029600,13527.000000,,,0.927890,51.760000,-9.376737,-0.269000,0.368448,-0.196429,45.000000,99780.000000,12.021444,33.048556,2859.056201,1.059418,3.929737,0.767890,34.178556,0.000000,582.390000,0.513945,-1.739199,0.225340,-0.105000
129.854,4.501971,50.093202,208.511000,,,99.060000,956.655660,13838.000000,,,0.929891,51.770000,-11.586000,-0.425643,0.308295,0.155612,45.000000,99780.000000,12.022445,33.047555,2861.800468,1.008782,-1.775216,0.769891,34.177555,0.000000,584.290760,0.514945,-4.111000,0.141723,-0.239000
129.954,4.501938,50.093188,208.470000,,,99.760000,957.287800,13749.000000,,,0.931892,51.760000,-1.131000,-0.466000,0.155138,0.229592,45.000000,99780.000000,12.023445,33.046555,2864.563478,1.028000,-5.531000,0.771892,34.176555,0.000000,585.810000,0.515946,8.806000,0.270692,-0.089000
130.054,4.501905,50.093175,208.524000,,,100.970000,957.284360,13759.000000,,,0.933892,51.754440,1.038000,-0.215872,0.039071,-0.094388,45.000000,99780.000000,12.024445,33.045555,2867.349150,1.031152,0.297000,0.773892,34.175555,0.000000,587.611440,0.516946,4.646000,0.330215,-0.251000
130.154,4.501871,50.093161,208.485000,,,102.090000,957.444240,13878.906225,,,0.935893,51.750000,-0.029302,-0.128828,0.076818,-0.056122,45.000000,99780.000000,12.025446,33.044554,2870.168871,1.002914,-0.358637,0.775893,34.174554,0.000000,589.050000,0.517946,-0.800000,0.231009,-0.191696
130.254,4.501838,50.093147,208.500000,,,102.600000,957.588560,13975.789947,,,0.937893,51.761126,-0.655000,-0.096000,-0.078460,0.040816,45.000000,99780.000000,12.026446,33.043554,2873.009377,0.980000,-0.210681,0.777893,34.173554,0.000000,590.674332,0.518947,0.202000,0.184240,-0.141739
130.354,4.501804,50.093133,208.478000,,,103.390000,957.135080,14072.952703,,,0.940000,51.770000,2.203133,-0.000075,-0.141935,-0.022959,45.000000,99780.000000,12.027446,33.042554,2875.869888,1.014000,-0.234000,0.780000,34.172554,0.000000,591.970000,0.520000,1.044000,0.216837,-0.178000
130.454,4.501770,50.093119,208.492000,,,104.130000,957.033560,14173.824456,,,0.940000,51.770000,3.643000,0.051292,0.000484,0.000000,45.000000,99780.000000,12.028447,33.041553,2878.750800,0.956000,1.056000,0.780000,34.171553,0.000000,593.161506,0.520000,0.765939,0.233844,-0.126251
